destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Galicia,Ourense,Ourense,true,3205401,Centro de Interpretación de los Parques Naturales de Galicia,32054,Pública,false,Otros,Sin uso,"El que iba a ser el Centro de Interpretación de los Parques Naturales de Galicia, ubicado en Ourense, lleva años esperando a su demolición, tal y como recoge <a href=""https://www.lavozdegalicia.es/noticia/ourense/ourense/2022/01/29/gobierno-ourensano-urge-derribo-centro-interpretacion-parques-naturales/00031643454928600135514.htm"" target=""_blank""><i>La Voz de Galicia</i></a>. Las imágenes en Google Maps, de agosto de 2022, confirman que aún sigue en pie. Fue proyectado por Pachi Vázquez cuando era conselleiro de Medio Ambiente en la Xunta, pero la obra lleva paralizada desde 2012. Vecinos de la zona comentan que afea el entorno de las termas públicas de Muíño da Veiga, muy próximas, y que lo único que ha cambiado en estos años son los grafitis que adornan el lugar.","Tr.ª da Vía Vella, 32001",42.3523346,-7.9069084,"https://www.google.com/maps/@42.3523346,-7.9069084,3a,75y,329.35h,82.66t/data=!3m6!1e1!3m4!1srTiBItQFwzWdNklVJHKSjw!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ourense_1.jpg,Gabriel Figueroa (CT Galicia),https://rtve.es/contenidos/fotos/datos/2023/hormigon/ourense_12.jpg,Gabriel Figueroa (CT Galicia),https://rtve.es/contenidos/fotos/datos/2023/hormigon/ourense_13.jpg,Gabriel Figueroa (CT Galicia),DatosRTVE,Previo al lanzamiento del proyecto
,Navarra,Navarra,Artica (Berrioplano/Berriobeiti),true,3190201,Centro de negocios,31902,Privada,false,Comercial/ocio,Sin uso,"Según <a href=""https://www.noticiasdenavarra.com/navarra/2021/06/02/berrioplano-contara-residencia-mayores-2136240.html"" target=""_blank""><i>Noticias de Navarra</i></a>, la estructura iba a albergar un centro de negocios con distintas oficinas, que fracasó por la crisis en 2008 y no se llegó a usar. En 2021 se pensó que podría albergar una residencia para mayores y, posteriormente, un espacio para trasteros, según apuntaban en <a href=""https://www.diariodenavarra.es/noticias/navarra/pamplona-comarca/2023/03/09/descartan-residencia-planteada-artica-proponen-trasteros-560878-1002.html"" target=""_blank""><i>Diario de Navarra</i></a>. Desde el consistorio aseguran que aún no hay una decisión clara sobre ninguno de los dos proyectos.","Calle Madres de la Plaza de Mayo, Polígono Sector Mogotes, 31013",42.8341975,-1.6630439,"https://www.google.com/maps/@42.8341975,-1.6630439,3a,75y,61.5h,98.83t/data=!3m6!1e1!3m4!1s2_wIWaTcPIFMpQ8NPF_GYA!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/artica_1.jpg,Centro Territorial RTVE Navarra,https://rtve.es/contenidos/fotos/datos/2023/hormigon/artica_12.jpg,Centro Territorial RTVE Navarra,https://rtve.es/contenidos/fotos/datos/2023/hormigon/artica_13.jpg,Centro Territorial RTVE Navarra,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla y León,Burgos,Cardeñadijo,true,0907301,Centro de salud en Cardeñadijo,09073,Pública,false,Otros,Sin uso,"El centro de salud, junto a la casa consistorial y el polideportivo, fueron proyectados en 2003 por la UTE MD Proycon y la Promotora Santa Catalina en suelo cedido por el municipio. No obstante, el Ayuntamiento de Cardeñadijo nunca los recepcionó y no se llegaron a usar; varios cargos del consistorio fueron acusados de prevaricación y falsificación documental, aunque fueron absueltos. Finalmente, en marzo de 2023, han pasado a ser edificios públicos y serán reparados para darles un nuevo uso, según explican desde <a href=""https://www.diariodeburgos.es/amp/noticia/z5a710fd9-d96d-9d96-31a034df4813f22f/202303/cardenadijo-reparara-tres-edificios-abandonados"" target=""_blank""><i>Diario de Burgos</i></a>. Su uso cambiará y pasará a ser una escuela infantil. Las imágenes más recientes disponibles en Google Maps son de octubre de 2013.","Calle el Carmen, 09196",42.2993462,-3.6676998,"https://www.google.com/maps/@42.2993462,-3.6676998,3a,75y,215.61h,94.74t/data=!3m6!1e1!3m4!1sRHKqTAgCbwB7mdShckkhmA!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,A. B. P. V.,Previo al lanzamiento del proyecto
,Galicia,Lugo,Foz,true,2701901,Chalets en Areoura,27019,Privada,false,Residencial,Sin uso,"La construcción de estos chalets en la playa de Areousa se inició en 1975. En la zona también se irigió un hotel, pero el antiguo ministro de Medio Ambiente, Jaume Matas, se encargó de darle al botón para demolerlo en 2002 tras ejecutar la Ley de Costas. Desde entonces persisten los encontronazos entre las administraciones y los promotores del proyecto, <a href=""https://www.lavozdegalicia.es/noticia/lugo/2010/02/28/promotores-claudican/0003_8323498.htm"" target=""_blank"">como ya recogía <i>La Voz de Galicia</i> en 2010</a>. <a href=""https://www.lavozdegalicia.es/noticia/amarina/foz/2019/11/23/desestiman-recurso-ordenan-tirar-areoura-nueve-chales-obra-comenzo-30-anos/00031574519246782931456.htm"" target=""_blank"">En 2019 se desestimó el último recurso presentado</a>, lo que daba vía libre a la demolición de las viviendas, pero en 2021 el Tribunal Superior de Justicia de Galicia <a href=""https://www.lavozdegalicia.es/noticia/amarina/foz/2021/03/24/justicia-suspende-temporalmente-orden-demoler-nueve-chales-areoura-foz/00031616599378695386480.htm"" target=""_blank"">aceptó la medida cautelar pedida por la propiedad para no hacerlo</a>. Desde el concello de Foz comentan que creen que el caso ""está pendiente de resolución judicial"". Las imágenes más recientes están en el <a href=""https://www.bing.com/maps/?cp=43.639176%7E-7.344119&lvl=16.5&pi=-7.2&style=x&dir=33.2"" target=""_blank"">navegador Bing</a>, de abril de 2021.","Carr Areoura 20, 27892",43.63918528956745,-7.343402186590993,"https://www.google.es/maps/@43.6389515,-7.3442341,3a,75y,30.07h,89.28t/data=!3m6!1e1!3m4!1s0eW3LdSfyG7merh8m5WnGA!2e0!7i13312!8i6656?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/foz_1.jpg,Turismo de Galicia (Xunta),https://rtve.es/contenidos/fotos/datos/2023/hormigon/foz_12.jpg,Turismo de Galicia (Xunta),,,Alberto Fernández,16/06/2023
,Cantabria,Cantabria,Castro-Urdiales,true,3902001,Chalets La Loma,39020,Privada,false,Residencial,Sin uso,"El conocido como ""Caso La Loma"", que ya condenó a tres personas en 2020, acabará con el derribo de varios chalets de la zona, <a href=""https://www.muchocastro.com/articulo/sociedad/castro-urdiales-debera-demoler-11-chalets-ratificarse-sentencia-caso-loma/20230414085508069814.html"" target=""_blank"">según recoge el medio <i>MuchoCastro</i> en abril de 2023</a>; <a href=""https://www.rtve.es/play/videos/telecantabria/telecantabria-13-04-23/6862314/"" target=""_blank"">el Centro Territorial de RTVE en Cantabria</a> también le dedicó un espacio. Desde el Ayuntamiento de Castro-Urdiales explican que esa sentencia ""solo afecta a 11 chalets del SUNP12. Hay muchos más construidos y sin estar habitados"". En ese sentido, informan de que los constructores de las viviendas no afectadas ya han comenzado los trámites para regularizarlas y que también se les permitirá ""construir el resto de solares del sector urbanizable"". También se está tramitando la contratación de la redacción del proyecto de demolición, que recae en el consistorio por mandato judicial, aunque por el momento no hay fecha prevista.","Diseminado la Loma, CA-250, 39700",43.35164060278571,-3.211582454086621,"https://www.google.com/maps/@43.3502721,-3.2116521,3a,75y,31.39h,82.1t/data=!3m6!1e1!3m4!1s4D3B7pJq2J-ZfFYSB930RQ!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/castrourdiales_1.jpg,Centro Territorial RTVE Cantabria,https://rtve.es/contenidos/fotos/datos/2023/hormigon/castrourdiales_12.jpg,Centro Territorial RTVE Cantabria,,,Anónimo,23/03/2023
,Castilla y León,Valladolid,Villavieja del Cerro (Tordesillas),true,4716501,Complejo de Aventuras Meseta Ski,47165,Privada,false,Deportivo,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Las imágenes de satélite de Google Maps, de julio de 2012, permiten ver parte de la pista proyectada para el Complejo de Aventuras Meseta Ski, que en 2015 también adquirió el nombre de Meseta Sport. En 2022, según recoge <a href=""https://www.lavanguardia.com/vida/20220218/8066460/audiencia-valladolid-reabre-caso-meseta-ski.html"" target=""_blank""><i>La Vanguardia</i></a>, la Audiencia de Valladolid ordenó la reapertura de las diligencias penales por los delitos de prevaricación presuntamente cometidos por cinco responsables y funcionarios de la Diputación de Valladolid en relación a la construcción del complejo.","Calle Nueva 9, 47113",41.5322913,-5.0387246,"https://www.google.com/maps/@41.5322913,-5.0387246,3a,75y,278.28h,96.12t/data=!3m6!1e1!3m4!1swmu4UtC40KpUeTTPbvdwQQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/villaviejacerro_1.jpg,Blanca Ortega,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Andalucía,Sevilla,Guillena,true,4104901,Complejo Residencial Lomas de Guillena,41049,Privada,false,Residencial,Sin uso,"Distintas inmobiliarias ofrecen chalets en la zona. Según su información, se trata de una promoción ""detenida"", compuesta por 66 viviendas unifamiliares, con una ejecutación de obra del 23%. Las imágenes de Google Maps, de abril de 2022, muestran que continúan abandonadas. Desde el Ayuntamiento confirman que el estado de esa zona continúa igual y que ese plan urbanístico ya no está vigente, pero que en 2021 se ha creado uno nuevo, aún en fase muy inicial.","Calle Concepción Soto 147, 41219",37.5829346,-6.1110443,"https://www.google.com/maps/@37.5829346,-6.1110443,3a,75y,273.46h,99.62t/data=!3m6!1e1!3m4!1s2cTV426O36KRYK2_a-Gc_Q!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,Cadáveres inmobiliarios,Previo al lanzamiento del proyecto
,Cataluña,Girona,Figueres,true,1706601,Construcción en Figueres,17066,Privada,false,Residencial,Sin uso,"Según la información proporcionada por la Unidad Informativa de Girona de RTVE, se trata de una construcción que comenzó en la época de la burbuja inmobiliaria y que actualmente es propiedad de una entidad bancaria. Las imágenes de Google Maps permiten comprobar que en septiembre de 2012 parecía acabado, pero fuentes del Ayuntamiento de Figueres confirman que aún faltaban puertas y ventanas. Las imágenes más recientes de Google Maps, de noviembre de 2022, revelan que está vandalizado, tal y como afirman desde el consistorio, que comentan que se ha utilizado para fiestas ilegales.","Calle de Ponent, 17600",42.2589229,2.9582803,"https://www.google.com/maps/@42.2589229,2.9582803,3a,75y,264.56h,103.21t/data=!3m6!1e1!3m4!1sPvS-R7fqCgFQQhL2V6Umsg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,Centro Territorial RTVE Cataluña (Unidad informativa Girona),Previo al lanzamiento del proyecto
destacado,Castilla y León,Soria,Garray,true,4209401,Cúpulas de la Energía,42094,Privada,true,Otros,Uso parcial,"Las Cúpulas de la Energía se encuentran en la Ciudad del Medio Ambiente, proyectada por la Junta de Castilla y León en 2003 en Garray, a cinco kilómetros de Soria. Del macroproyecto solo se puso en marcha el parque empresarial, que sigue funcionando. La alcaldesa del municipio, María José Jiménez, espera que la Junta cumpla con la promesa de destinar 14 millones de euros a acabar las cúpulas.","Pasaje los Negredos, 42162",41.8138059,-2.4827347,"https://www.google.es/maps/@41.8138059,-2.4827347,3a,75y,296.26h,114.46t/data=!3m8!1e1!3m6!1sAF1QipPoaNxeFmsUoh5-J23TXpr7oGMJtkBlafkHMMno!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPoaNxeFmsUoh5-J23TXpr7oGMJtkBlafkHMMno%3Dw203-h100-k-no-pi-0-ya141.81041-ro-0-fo100!7i4608!8i2304?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/garray_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/garray_12.jpg,,,,En Portada (RTVE),Previo al lanzamiento del proyecto
destacado,Castilla y León,Soria,Garray,false,4209401,Cúpulas de la Energía,42094,Pública,true,Otros,Uso parcial,"Las Cúpulas de la Energía se encuentran en la Ciudad del Medio Ambiente, proyectada por la Junta de Castilla y León en 2003 en Garray, a cinco kilómetros de Soria. Del macroproyecto solo se puso en marcha el parque empresarial, que sigue funcionando. La alcaldesa del municipio, María José Jiménez, espera que la Junta cumpla con la promesa de destinar 14 millones de euros a acabar las cúpulas.","Pasaje los Negredos, 42162",41.8138059,-2.4827347,"https://www.google.es/maps/@41.8138059,-2.4827347,3a,75y,296.26h,114.46t/data=!3m8!1e1!3m6!1sAF1QipPoaNxeFmsUoh5-J23TXpr7oGMJtkBlafkHMMno!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPoaNxeFmsUoh5-J23TXpr7oGMJtkBlafkHMMno%3Dw203-h100-k-no-pi-0-ya141.81041-ro-0-fo100!7i4608!8i2304?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/garray_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/garray_12.jpg,,,,En Portada (RTVE),Previo al lanzamiento del proyecto
,Galicia,A Coruña,A Coruña,true,1503001,Edificio a medias en Martinete,15030,Privada,false,Residencial,Sin uso,"En 2018, <a href=""https://www.laopinioncoruna.es/coruna/2018/08/27/diez-16-esqueletos-concello-preve-23991472.html"" target=""_blank""><i>La Opinión A Coruña</i></a> explicaba que la construcción iba a ser ""una promoción de viviendas bajas adosadas"", pero que llevaba un tiempo abandonada (más de diez años). Un año más tarde, <a href=""https://www.laopinioncoruna.es/coruna/2019/11/12/concello-multo-sareb-demoler-edificio-23663456.html"" target=""_blank"">la Sareb fue multada por negarse a derribar el edificio</a>, que recibió su licencia de construcción en 2007 pero que posteriomente fue declarada caduca. Las imágenes más recientes son de Google Maps, de agosto de 2022. Desde el Concello de A Coruña confirman a DatosRTVE que está prevista su demolición, aunque no pueden estimar una fecha aproximada, ya que ""es un edificio privado y los trámites son complejos"".","Calle Luis Peña Novo 4, 15008",43.3396645,-8.4202762,"https://www.google.es/maps/@43.3396645,-8.4202762,3a,75y,253.75h,98.75t/data=!3m6!1e1!3m4!1s1P-fyj_W1aGeBIkpMtXJNA!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,Diego Castro,23/03/2023
,Comunidad Valenciana,Alicante,Alicante,true,301401,Edificio abandonado en Alicante,03014,Privada,false,Residencial,Sin uso,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios, a Adrián Porto y a Esther Ribes. La construcción iba a ser un bloque de viviendas, pero lleva 20 años abandonado. Además, según cuentan desde el colegio contiguo a la parcela, los constructores invadieron parte de su suelo y que el Ayuntamiento de Alicante lo denunció. El departamento de prensa del consistorio lo corrobora y asegura que ""esa edificación carece de licencia de construcción"".","Calle Víctor de la Serna 33, 03006",38.3489901,-0.5158793,"https://www.google.com/maps/@38.3489901,-0.5158793,3a,75y,318.07h,99.64t/data=!3m7!1e1!3m5!1sHYsCx70X_lsAAm1Z5JPAyQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DHYsCx70X_lsAAm1Z5JPAyQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D208.33992%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/alicante_1.jpg,Esther Ribas,https://rtve.es/contenidos/fotos/datos/2023/hormigon/alicante_12.jpg,Esther Ribas,https://rtve.es/contenidos/fotos/datos/2023/hormigon/alicante_13.jpg,Esther Ribas,Cadáveres inmobiliarios / Adrián Porto / Esther Ribas,Previo al lanzamiento del proyecto
,Comunidad de Madrid,Comunidad de Madrid,Alpedrete,true,2801001,Edificio de oficinas,28010,Privada,false,Comercial/ocio,Sin uso,"Algunas fuentes informan que el edificio lleva terminado desde 2015 y que nunca llegó a ser usado. Su estado actual es ""lamentable, vandalizado y abandonado"". Gracias a las imágenes de Google Maps se puede apreciar que su construcción comenzó en 2008. Por el momento no se ha obtenido más información por parte del Ayuntamiento de Alpedrete.","Calle de los Talleres 19, 28430",40.6587904,-4.0163301,"https://www.google.com/maps/@40.6587904,-4.0163301,3a,75y,354.22h,88.91t/data=!3m6!1e1!3m4!1sWlEOe0pUH8RXiSzbZ-Hd3Q!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/alpedrete_1.jpg,,,,,,Angelyo,Previo al lanzamiento del proyecto
,Castilla y León,Valladolid,Herrera de Duero (Tudela de Duero),true,4717501,Edificio de viviendas en Tudela de Duero,47175,Privada,false,Residencial,Sin uso,"Se trata de una promoción de viviendas unifamiliares junto a la A-601, a la altura de Herrera del Duero, localidad cuyo Ayuntamiento es gestionado por Tudela de Duero. Fuentes de este último consistorio afirman que llevan así desde la crisis de 2008, sin problemas aparentes en cuanto a licencias. Denuncian que han sufrido problemas de okupación y que han pedido a la Sareb, que es quienes la gestionan, que vallaran el perímetro para evitar más daños.","Calle Senda del Castañar 18, 47161",41.5610154,-4.6663569,"https://www.google.com/maps/@41.5610154,-4.6663569,3a,90y,346.53h,79.67t/data=!3m6!1e1!3m4!1s9m2iQNIjBXYHk5O1PA3OjQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/tudela_1.jpg,A. M. M. P.,https://rtve.es/contenidos/fotos/datos/2023/hormigon/tudela_12.jpg,A. M. M. P.,,,DatosRTVE,Previo al lanzamiento del proyecto
,Aragón,Huesca,Villanúa,true,2225001,Edificio El Carrascal,22250,Pública,false,Residencial,Sin uso,"Según informó el propio Ayuntamiento en una nota de prensa y explicaron desde la <a href=""https://www.rtve.es/play/audios/informativo-de-aragon/jesus-lera-cronica-aragon-huesca-1355-04-004-23/6851485/"" target=""_blank"">Unidad Informativa de Huesca de RTVE</a>, la construcción quedó parada hace unos meses en la urbanización La Espata. El consistorio ha optado por adquirir el terreno y la estructura del conocido como Edificio El Carrascal para poder acabar las 23 viviendas ""en un plazo aproximado de dos años"" y así dar respuesta a un problema del municipio, que es el acceso a una primera vivienda. La construcción se encuentra en la calle Aragón, pero la opción de Street View no permite desplazarse tan cerca de esa zona.","Calle Aragón, 22870",42.6788549,-0.5373916,"https://www.google.com/maps/@42.6788549,-0.5373916,3a,75y,284.2h,97.31t/data=!3m6!1e1!3m4!1sEBBX5jqd0Wty5yK9I0-9_g!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/villanua_1.jpg,Ayuntamiento Villanúa,,,,,María Jesús Lera (Centro Territorial RTVE Aragón),Previo al lanzamiento del proyecto
